"","id","f_analisis","var_rpta","segmento","valor_total_transferido","n_transacciones_exitosas","val_por_transaccion","disposit"
"570",570,201702,0,0,1785,61,29.2622950819672,4
"571",571,201611,0,1,0,11,0,4
"572",572,201612,0,5,5290700,16,330668.75,1
"573",573,201710,0,5,73761941.3,421,175206.511401425,2
"574",574,201706,1,1,0,1700,0,1
"575",575,201712,0,5,0,13,0,1
"576",576,201602,0,5,0,4,0,2
"577",577,201706,0,0,123500,108,1143.51851851852,5
"578",578,201602,1,4,0,59,0,1
"579",579,201608,0,1,0,132,0,1
"580",580,201605,0,5,61375,0,0,3
"581",581,201805,0,0,0,53,0,5
"582",582,201702,0,4,0,644,0,4
"583",583,201608,0,5,0,135,0,2
"584",584,201606,0,5,0,4,0,2
"585",585,201602,0,5,7616897.95,7,1088128.27857143,6
"586",586,201608,0,4,28596075.2,1241,23042.7680902498,5
"587",587,201702,0,5,212135,1211,175.173410404624,7
"588",588,201805,0,4,10633980,1499,7094.04936624416,4
"589",589,201807,0,4,305926.6,185,1653.6572972973,4
"590",590,201612,0,5,2016000,266,7578.94736842105,6
"591",591,201601,0,4,1125454.5,429,2623.43706293706,5
"592",592,201704,0,0,0,271,0,1
"593",593,201802,0,5,1909.5,425,4.49294117647059,4
"594",594,201807,0,5,19527.9,5,3905.58,2
"595",595,201705,0,0,76297500,3,25432500,5
"596",596,201706,0,5,179922300,253,711155.335968379,8
"597",597,201703,0,2,17271978.5,4403,3922.77503974563,4
"598",598,201610,0,5,0,465,0,4
"599",599,201710,0,1,0,15,0,2
"600",600,201607,0,4,534400,17,31435.2941176471,6
"601",601,201803,0,4,121805008.8,586,207858.376791809,3
"602",602,201712,0,5,0,1839,0,2
"603",603,201704,0,4,0,59,0,4
"604",604,201602,0,4,1468150,2852,514.779102384292,5
"605",605,201706,0,0,0,322,0,5
"606",606,201807,0,3,0,270,0,1
"607",607,201807,0,5,0,2,0,6
"608",608,201705,0,2,48649573.8,900,54055.082,3
"609",609,201706,1,5,0,784,0,1
"610",610,201709,0,5,0,6,0,5
"611",611,201711,0,5,89180379.9,6,14863396.65,6
"612",612,201712,0,5,77727284,1138,68301.6555360281,5
"613",613,201807,0,5,0,2713,0,1
"614",614,201606,0,0,0,2,0,1
"615",615,201804,0,0,0,22,0,1
"616",616,201710,0,5,0,12,0,1
"617",617,201604,0,5,45725968.8,40,1143149.22,7
"618",618,201611,0,1,0,2023,0,2
"619",619,201702,0,5,163570127.9,4,40892531.975,4
"620",620,201609,0,4,0,12,0,4
"621",621,201702,0,4,314500,26,12096.1538461538,5
"622",622,201608,0,5,22048438,656,33610.4237804878,5
"623",623,201705,1,1,0,487,0,2
"624",624,201602,0,4,0,5,0,2
"625",625,201610,0,5,6494325,2,3247162.5,6
"626",626,201807,0,5,14623046.8535,1033,14155.9020847047,4
"627",627,201606,0,3,2072467.1,502,4128.42051792829,5
"628",628,201804,1,1,0,233,0,2
"629",629,201609,0,4,30101320,104,289435.769230769,5
"630",630,201709,0,5,145500,804,180.970149253731,1
"631",631,201604,0,0,0,97,0,1
"632",632,201804,0,1,0,0,0,2
"633",633,201609,0,4,141426.5,350,404.075714285714,2
"634",634,201607,0,0,31428249.9,3,10476083.3,2
"635",635,201807,0,1,7989818.25,63,126822.511904762,6
"636",636,201701,0,4,735000,763,963.302752293578,1
"637",637,201610,0,5,0,77,0,5
"638",638,201703,0,5,0,86,0,1
"639",639,201609,0,3,14068800,70,200982.857142857,6
"640",640,201702,0,5,1057761.25,1100,961.601136363636,3
"641",641,201712,0,5,5158756.3,24,214948.179166667,5
"642",642,201705,0,0,0,357,0,2
"643",643,201601,1,5,3673255.75,6,612209.291666667,5
"644",644,201711,0,5,1686287.35,88,19162.35625,7
"645",645,201807,0,4,16759960.51,1040,16115.3466442308,6
"646",646,201607,0,4,0,1958,0,1
"647",647,201708,0,5,0,1,0,3
"648",648,201605,0,0,0,7,0,5
"649",649,201608,0,4,973260.2,38,25612.1105263158,4
"650",650,201709,1,4,54325169.95,205,265000.82902439,5
"651",651,201703,0,5,49478000,3397,14565.2045922873,7
"652",652,201612,1,5,0,780,0,3
"653",653,201804,0,5,0,20,0,2
"654",654,201605,0,1,0,31,0,3
"655",655,201703,0,4,78250,8,9781.25,4
"656",656,201804,0,0,1254150,1460,859.006849315069,3
"657",657,201712,0,1,0,581,0,1
"658",658,201807,0,5,0,0,0,2
"659",659,201708,0,5,0,98,0,1
"660",660,201802,0,5,0,0,0,1
"661",661,201807,0,5,0,0,0,2
"662",662,201705,1,0,0,70,0,3
"663",663,201708,0,1,127500,559,228.085867620751,4
"664",664,201801,0,5,0,6,0,1
"665",665,201709,0,5,3425800,2,1712900,7
"666",666,201602,0,0,0,1998,0,2
"667",667,201612,0,5,0,2,0,1
"668",668,201610,0,5,0,2304,0,3
"669",669,201705,0,5,0,13,0,4
"670",670,201707,0,5,0,562,0,1
"671",671,201805,0,2,11137600,140,79554.2857142857,4
"672",672,201704,0,0,2367886.65,1417,1671.05621030346,2
"673",673,201608,0,5,0,18,0,1
"674",674,201711,0,4,30114500,0,0,1
"675",675,201709,1,0,0,260,0,2
"676",676,201607,0,3,20818250,6,3469708.33333333,6
"677",677,201609,0,1,0,1323,0,3
"678",678,201703,0,5,331269120.6,6,55211520.1,6
"679",679,201608,0,4,160374144.05,1309,122516.534797555,6
"680",680,201603,0,2,34971258.05,673,51963.2363298663,7
"681",681,201702,0,0,0,504,0,1
"682",682,201701,1,0,0,0,0,2
"683",683,201601,0,4,0,2,0,1
"684",684,201606,0,5,0,1,0,1
"685",685,201806,0,4,2074200,659,3147.49620637329,3
"686",686,201605,0,5,2680850,173,15496.2427745665,6
"687",687,201603,0,0,0,423,0,1
"688",688,201702,0,4,0,386,0,1
"689",689,201602,0,0,267150,26,10275,1
"690",690,201804,0,5,32866094.8,269,122178.791078067,3
"691",691,201705,0,0,0,211,0,2
"692",692,201704,0,1,0,4,0,2
"693",693,201603,0,0,7866000,3,2622000,4
"694",694,201708,0,5,0,281,0,1
"695",695,201705,1,0,276052.55,2598,106.255792917629,4
"696",696,201807,0,0,17402835,635,27406.0393700787,1
"697",697,201608,0,3,3944300,480,8217.29166666667,5
"698",698,201802,0,4,0,216,0,3
"699",699,201805,0,5,0,60,0,2
"700",700,201702,0,0,0,186,0,2
"701",701,201702,0,3,0,4,0,5
"702",702,201611,0,0,152500,75,2033.33333333333,6
"703",703,201705,0,4,0,724,0,1
"704",704,201704,0,2,27881716.5,579,48154.9507772021,7
"705",705,201710,0,0,21725039.918,2957,7346.98678322624,2
"706",706,201807,0,5,0,26,0,2
"707",707,201807,0,5,0,7,0,1
"708",708,201709,0,5,0,1,0,2
"709",709,201609,0,5,3502.65,7,500.378571428571,4
"710",710,201712,0,0,0,329,0,1
"711",711,201607,0,5,0,187,0,1
"712",712,201803,0,5,8545724.65,139,61480.0334532374,4
"713",713,201605,0,4,0,1052,0,4
"714",714,201806,0,5,0,207,0,7
"715",715,201611,0,4,0,62,0,5
"716",716,201712,0,2,244433202.2,23,10627530.5304348,5
"717",717,201706,0,5,0,3093,0,5
"718",718,201612,0,4,7568250,513,14752.9239766082,5
"719",719,201710,0,4,8907519.55,483,18442.0694616977,5
"720",720,201707,0,0,17066820.8,1923,8875.1018200728,2
"721",721,201609,0,5,4846550,29,167122.413793103,5
"722",722,201602,0,5,17168500,849,20222.0259128386,4
"723",723,201804,0,5,39661463.55,396,100155.210984848,7
"724",724,201602,0,5,0,573,0,1
"725",725,201704,0,5,0,9,0,5
"726",726,201611,0,5,13520800,160,84505,6
"727",727,201610,0,5,0,1900,0,6
"728",728,201807,0,4,3092250,138,22407.6086956522,5
"729",729,201701,0,5,109774493.65,409,268397.294987775,5
"730",730,201612,0,5,52250,649,80.5084745762712,5
"731",731,201611,0,0,0,153,0,1
"732",732,201611,0,4,0,0,0,5
"733",733,201806,0,5,57113800.3,984,58042.4799796748,3
"734",734,201708,0,5,395000,740,533.783783783784,4
"735",735,201607,0,5,0,600,0,1
"736",736,201711,0,0,0,160,0,4
"737",737,201710,0,4,0,553,0,5
"738",738,201610,0,5,119995632.5,76,1578889.90131579,7
"739",739,201612,0,5,148250,1628,91.0626535626536,4
"740",740,201806,0,5,20870990.0295,142,146978.803024648,2
"741",741,201709,0,5,281324633.15,1219,230783.128096801,5
"742",742,201702,0,5,19591077.55,5892,3325.03013408011,2
"743",743,201701,0,5,632554.65,24,26356.44375,5
"744",744,201711,0,4,0,376,0,4
"745",745,201701,0,0,3114147.5,319,9762.21786833856,4
"746",746,201807,0,0,772363.5,670,1152.78134328358,3
"747",747,201803,0,5,20616284.25,245,84148.0989795918,5
"748",748,201610,0,4,0,950,0,1
"749",749,201605,0,0,0,27,0,4
"750",750,201711,0,4,0,160,0,3
"751",751,201601,0,2,2100000,22,95454.5454545455,2
"752",752,201712,0,4,0,59,0,4
"753",753,201801,0,5,0,36,0,3
"754",754,201708,0,5,5729550,16,358096.875,5
"755",755,201712,0,4,1267911,1040,1219.14519230769,6
"756",756,201804,0,5,310200,477,650.314465408805,4
"757",757,201804,0,0,0,51,0,2
"758",758,201609,0,2,24303805.45,304,79946.7284539474,4
"759",759,201801,0,2,32217584.9,1900,16956.6236315789,1
"760",760,201706,0,5,115950,3728,31.1024678111588,6
"761",761,201807,0,5,0,320,0,2
"762",762,201609,0,5,5230745.8,97,53925.2144329897,7
"763",763,201704,1,1,0,648,0,1
"764",764,201711,0,5,0,80,0,3
"765",765,201602,0,4,1638675,393,4169.65648854962,7
"766",766,201806,0,5,1434116.13,436,3289.25717889908,5
"767",767,201710,0,5,0,408,0,2
"768",768,201709,0,5,0,14,0,1
"769",769,201601,0,0,0,0,0,1
"770",770,201807,0,5,3181401,3,1060467,5
"771",771,201807,0,0,0,433,0,1
"772",772,201710,0,2,17566500,5,3513300,5
"773",773,201602,0,0,669900,521,1285.79654510557,5
"774",774,201705,0,5,0,345,0,1
"775",775,201802,0,0,0,1,0,2
"776",776,201702,0,5,0,364,0,2
"777",777,201701,0,5,70650000,2,35325000,4
"778",778,201706,0,5,95000,174,545.977011494253,5
"779",779,201609,0,0,0,97,0,1
"780",780,201806,0,2,17419911.05,455,38285.5187912088,4
"781",781,201704,0,0,0,2145,0,2
"782",782,201609,0,2,18195202.4,567,32090.3040564374,4
"783",783,201605,0,5,0,725,0,6
"784",784,201706,0,5,7444000,379,19641.1609498681,6
"785",785,201711,0,5,0,517,0,3
"786",786,201807,0,5,0,22,0,2
"787",787,201710,0,5,0,3,0,1
"788",788,201608,0,0,18696734.65,4,4674183.6625,3
"789",789,201707,0,4,5885621.95,92,63974.1516304348,4
"790",790,201705,0,0,0,267,0,2
"791",791,201802,0,2,0,2,0,1
"792",792,201601,0,4,0,86,0,1
"793",793,201802,1,1,107962.7395,6,17993.7899166667,4
"794",794,201602,0,5,31613525,98,322586.989795918,6
"795",795,201608,0,0,0,616,0,1
"796",796,201803,0,0,0,829,0,2
"797",797,201604,0,4,0,4,0,4
"798",798,201606,0,1,23750,3,7916.66666666667,6
"799",799,201703,0,5,0,576,0,6
"800",800,201606,0,5,0,322,0,2
"801",801,201705,0,5,0,5,0,2
"802",802,201611,0,5,22490470.15,15,1499364.67666667,6
"803",803,201609,0,0,39784644.25,1050,37890.1373809524,3
"804",804,201807,0,5,845750,148,5714.52702702703,4
"805",805,201805,0,5,962850,594,1620.9595959596,1
"806",806,201703,0,4,44334830,288,153940.381944444,3
"807",807,201603,0,4,5990250,1538,3894.83094928479,5
"808",808,201602,0,0,842392.5,67,12573.0223880597,8
"809",809,201710,0,4,0,353,0,2
"810",810,201807,0,5,0,156,0,1
"811",811,201701,0,4,28899669.4,485,59586.9472164948,6
"812",812,201801,0,0,421386,3208,131.354738154613,5
"813",813,201710,0,5,51069037.5,152,335980.509868421,4
"814",814,201804,0,5,0,1863,0,3
"815",815,201804,0,5,1468605,81,18130.9259259259,6
"816",816,201605,0,5,385361.55,607,634.862520593081,3
"817",817,201706,1,5,430150,600,716.916666666667,5
"818",818,201610,0,2,18224394.25,656,27781.0887957317,3
"819",819,201801,1,5,0,12,0,3
"820",820,201601,0,4,0,162,0,5
"821",821,201710,0,5,0,207,0,4
"822",822,201609,0,5,0,108,0,1
"823",823,201703,0,4,0,0,0,4
"824",824,201804,0,5,6785593.68,33,205624.050909091,7
"825",825,201608,0,5,12751.2,922,13.8299349240781,4
"826",826,201601,0,0,0,39,0,3
"827",827,201801,0,4,1576568.9,6,262761.483333333,6
"828",828,201711,0,0,0,815,0,1
"829",829,201709,0,4,0,50,0,3
"830",830,201606,0,5,358225,130,2755.57692307692,7
"831",831,201803,0,0,0,593,0,3
"832",832,201610,0,4,1600300,974,1643.01848049281,7
"833",833,201803,0,5,0,425,0,1
"834",834,201804,0,2,142671119.95,38,3754503.15657895,5
"835",835,201611,0,1,0,2470,0,3
"836",836,201704,0,4,3118500,18,173250,7
"837",837,201606,0,4,0,210,0,7
"838",838,201608,0,2,32764008.3,584,56102.7539383562,6
"839",839,201803,1,5,0,1391,0,3
"840",840,201804,0,0,0,7,0,4
"841",841,201710,0,4,8850000,11,804545.454545455,5
"842",842,201707,0,4,1503150,167,9000.89820359281,2
"843",843,201710,0,2,0,76,0,3
"844",844,201608,0,5,82500,832,99.1586538461538,1
"845",845,201609,0,4,1166250,107,10899.5327102804,6
"846",846,201611,1,1,0,278,0,4
"847",847,201604,0,0,0,73,0,1
"848",848,201704,0,5,0,137,0,1
"849",849,201704,0,0,0,38,0,1
"850",850,201802,0,5,0,20,0,1
"851",851,201708,0,0,0,8,0,1
"852",852,201611,0,5,30592061.45,0,0,5
"853",853,201606,0,2,4679068.1,1634,2863.56676866585,2
"854",854,201709,0,0,0,1102,0,2
"855",855,201807,0,3,35452834.2,0,0,4
"856",856,201806,0,5,128999.85,1019,126.594553483808,6
"857",857,201707,0,5,279013395.7,613,455160.515008157,6
"858",858,201707,0,4,5224000,1390,3758.27338129496,5
"859",859,201701,0,0,0,402,0,3
"860",860,201801,0,4,20206950,4,5051737.5,5
"861",861,201704,0,2,92222700,423,218020.567375887,7
"862",862,201709,0,4,4140290.35,2394,1729.44459064327,6
"863",863,201701,0,5,19125690,1072,17841.1287313433,5
"864",864,201703,1,5,0,961,0,1
"865",865,201706,0,5,3241038.8,227,14277.7039647577,4
"866",866,201604,0,4,0,19,0,7
"867",867,201602,0,5,0,440,0,1
"868",868,201601,0,5,0,97,0,2
"869",869,201709,0,4,409550,2,204775,5
"870",870,201806,0,5,154628908.95,699,221214.462017167,5
"871",871,201601,0,0,0,2798,0,5
"872",872,201706,0,5,2878368.9,15,191891.26,5
"873",873,201602,0,4,0,257,0,1
"874",874,201802,0,5,56458864.059,15,3763924.2706,4
"875",875,201711,0,2,388010017.1125,1432,270956.715860684,8
"876",876,201603,0,5,0,3354,0,4
"877",877,201709,0,5,14397286.8,31,464428.606451613,6
"878",878,201807,0,5,6926316.5505,1528,4532.9296796466,4
"879",879,201711,0,4,1537500,768,2001.953125,2
"880",880,201610,0,2,2599114.25,713,3645.32152875175,6
"881",881,201612,0,5,17269611.75,672,25698.8270089286,5
"882",882,201706,0,0,50717721.6,221,229491.952941176,2
"883",883,201710,1,5,2073935.5,11,188539.590909091,6
"884",884,201803,0,4,0,510,0,1
"885",885,201707,0,5,20431104.95,1445,14139.1729757785,6
"886",886,201607,0,0,860719,1135,758.342731277533,4
"887",887,201706,0,4,1076950,36,29915.2777777778,3
"888",888,201607,0,1,0,955,0,3
"889",889,201611,0,5,150750,18,8375,1
"890",890,201806,0,4,14148339.65,159,88983.2682389937,6
"891",891,201710,0,4,0,2160,0,4
"892",892,201708,0,0,0,169,0,2
"893",893,201802,0,5,49300,3,16433.3333333333,2
"894",894,201803,0,5,0,56,0,1
"895",895,201802,0,2,13477600,22,612618.181818182,3
"896",896,201706,0,0,32574476.3,467,69752.6259100642,2
"897",897,201610,0,5,161456701.3,19,8497721.12105263,5
"898",898,201610,0,5,735000,3882,189.335394126739,5
"899",899,201601,0,5,0,140,0,2
"900",900,201702,0,5,5402653.75,7,771807.678571429,5
"901",901,201605,1,0,0,1465,0,3
"902",902,201607,0,4,66500,24,2770.83333333333,5
"903",903,201603,0,5,0,1080,0,3
"904",904,201712,0,3,0,183,0,1
"905",905,201707,0,5,2628060,70,37543.7142857143,4
"906",906,201712,0,4,83008227.2,985,84272.3118781726,6
"907",907,201801,0,5,4248009.7,904,4699.12577433628,5
"908",908,201801,0,5,0,765,0,1
"909",909,201609,0,5,7047665148.4,55,128139366.334545,6
"910",910,201609,0,1,0,1881,0,3
"911",911,201804,1,1,0,3,0,3
"912",912,201601,0,1,519316.1,112,4636.75089285714,2
"913",913,201707,0,4,197649013.95,25,7905960.558,3
"914",914,201711,0,4,344812,159,2168.62893081761,5
"915",915,201607,0,5,0,462,0,5
"916",916,201710,0,4,0,37,0,1
"917",917,201708,0,5,0,304,0,4
"918",918,201710,0,5,0,20,0,4
"919",919,201701,0,5,0,113,0,1
"920",920,201709,0,5,110765,0,0,5
"921",921,201805,0,5,0,154,0,3
"922",922,201612,0,1,0,16,0,1
"923",923,201712,0,5,0,365,0,4
"924",924,201801,0,4,2949450,267,11046.6292134831,3
"925",925,201608,0,5,0,76,0,3
"926",926,201704,0,5,0,11,0,1
"927",927,201611,0,5,185325,0,0,6
"928",928,201705,0,0,0,375,0,2
"929",929,201712,0,5,0,0,0,2
"930",930,201704,0,2,7878271.6,11,716206.509090909,7
"931",931,201606,0,5,15548930,6411,2425.35173919825,9
"932",932,201803,0,5,0,724,0,3
"933",933,201805,0,1,120750,184,656.25,1
"934",934,201605,0,5,3864300,153,25256.862745098,4
"935",935,201608,0,5,650435.55,411,1582.56824817518,4
"936",936,201610,0,2,10282400,17,604847.058823529,5
"937",937,201708,0,4,3.4e+07,739,46008.1190798376,4
"938",938,201601,0,4,9518850,105,90655.7142857143,5
"939",939,201707,1,5,0,301,0,3
"940",940,201702,0,5,10578150,6,1763025,6
"941",941,201609,0,5,0,389,0,4
"942",942,201608,0,5,0,140,0,1
"943",943,201710,0,0,950000,0,0,5
"944",944,201807,0,0,11976995.75,129,92844.9282945736,3
"945",945,201708,0,0,2558600,1093,2340.89661482159,5
"946",946,201712,0,5,9628500,585,16458.9743589744,7
"947",947,201711,1,0,0,412,0,2
"948",948,201609,0,5,0,5,0,4
"949",949,201610,0,2,28932050,142,203746.830985915,6
"950",950,201807,0,4,39814270.05,1191,33429.2779596977,3
"951",951,201801,0,0,0,1030,0,6
"952",952,201712,0,0,0,181,0,2
"953",953,201706,0,1,0,5,0,1
"954",954,201803,0,5,81561750.0415,94,867678.191930851,4
"955",955,201610,0,5,2765060,1619,1707.88140827671,5
"956",956,201802,0,0,0,560,0,2
"957",957,201707,0,0,0,25,0,2
"958",958,201705,0,4,0,6,0,7
"959",959,201706,0,5,0,1040,0,1
"960",960,201711,0,5,0,40,0,4
"961",961,201704,0,4,0,76,0,4
"962",962,201603,0,0,0,995,0,1
"963",963,201703,0,5,0,26,0,2
"964",964,201705,0,4,367500,4,91875,4
"965",965,201710,0,0,0,40,0,3
"966",966,201807,0,5,0,214,0,3
"967",967,201701,0,5,0,19,0,1
"968",968,201705,0,5,0,301,0,4
"969",969,201703,0,5,12568140.7,66,190426.374242424,2
"970",970,201604,0,5,0,110,0,1
"971",971,201710,0,0,0,14,0,3
"972",972,201612,0,5,3369350,11,306304.545454545,5
"973",973,201709,0,0,24343500,272,89498.1617647059,1
"974",974,201602,0,0,0,1311,0,5
"975",975,201706,0,5,0,17,0,3
"976",976,201806,0,5,1382499.65,11,125681.786363636,5
"977",977,201603,0,5,7609400,221,34431.6742081448,3
"978",978,201707,0,0,0,552,0,1
"979",979,201708,0,4,97507624.2,2,48753812.1,2
"980",980,201710,0,0,0,674,0,4
"981",981,201701,1,5,6917463.85,669,10340.005754858,6
"982",982,201706,0,0,0,114,0,2
"983",983,201610,0,4,6272365,5,1254473,6
"984",984,201706,0,4,0,931,0,8
"985",985,201805,0,5,201600,178,1132.58426966292,4
"986",986,201612,0,5,82357894.7,141,584098.543971631,5
"987",987,201609,0,0,0,1444,0,1
"988",988,201607,0,2,0,244,0,2
"989",989,201706,1,3,0,1215,0,3
"990",990,201606,0,4,17710625,67,264337.686567164,5
"991",991,201708,0,5,10016900,1314,7623.21156773212,6
"992",992,201612,0,0,0,262,0,2
"993",993,201706,0,5,287022703,160,1793891.89375,6
"994",994,201701,0,4,0,5114,0,2
"995",995,201610,0,1,0,20,0,4
"996",996,201704,0,0,3348737.65,18,186040.980555556,3
"997",997,201609,0,5,0,27,0,1
"998",998,201803,0,5,0,18,0,2
"999",999,201706,0,5,444500,4,111125,2
"1000",1000,201610,0,1,0,77,0,2
"1001",1001,201711,0,1,8723450,2,4361725,1
"1002",1002,201703,0,2,30253749.864,359,84272.2837437326,5
"1003",1003,201707,1,0,0,1816,0,1
"1004",1004,201802,0,4,0,15,0,5
"1005",1005,201603,0,4,12628600,300,42095.3333333333,3
"1006",1006,201704,0,5,27850,630,44.2063492063492,4
"1007",1007,201712,0,5,2150500,25,86020,6
"1008",1008,201704,0,4,0,461,0,1
"1009",1009,201612,0,5,16598644.95,452,36722.6658185841,2
"1010",1010,201804,0,4,22509901.05,521,43205.1843570058,6
"1011",1011,201704,0,2,18663700,1938,9630.39215686274,5
"1012",1012,201710,0,5,0,1046,0,6
"1013",1013,201804,0,5,4108.75,214,19.1997663551402,2
"1014",1014,201711,0,5,452202465.2,4,113050616.3,7
"1015",1015,201704,0,4,90684038.3,1717,52815.3979615609,6
"1016",1016,201710,0,5,0,2000,0,1
"1017",1017,201806,0,5,0,0,0,1
"1018",1018,201601,0,5,7344399.3,19,386547.331578947,2
"1019",1019,201704,0,5,50501878.85,89,567436.841011236,3
"1020",1020,201605,0,2,3909800,638,6128.2131661442,6
"1021",1021,201606,0,0,140587.15,459,306.290087145969,5
"1022",1022,201602,0,5,0,155,0,3
"1023",1023,201706,0,0,0,65,0,1
"1024",1024,201704,0,1,0,89,0,3
"1025",1025,201806,0,4,379260,2,189630,3
"1026",1026,201802,0,0,0,1892,0,2
"1027",1027,201607,0,4,0,8,0,1
"1028",1028,201712,0,5,0,541,0,3
"1029",1029,201807,0,5,107074944.3,952,112473.680987395,6
"1030",1030,201702,1,4,0,1350,0,3
"1031",1031,201601,1,4,0,10,0,2
"1032",1032,201701,0,5,0,4,0,3
"1033",1033,201711,0,5,12161579.4005,5,2432315.8801,5
"1034",1034,201803,0,1,48200,1819,26.4980758658604,5
"1035",1035,201711,0,4,0,392,0,6
"1036",1036,201709,0,0,0,214,0,1
"1037",1037,201711,0,5,63040952.85,33,1910331.90454545,4
"1038",1038,201710,1,5,1148250,1632,703.584558823529,6
"1039",1039,201607,0,3,17363500,647,26836.9397217929,5
"1040",1040,201803,0,0,0,512,0,2
"1041",1041,201606,0,1,0,328,0,2
"1042",1042,201807,0,5,0,4,0,3
"1043",1043,201605,0,4,0,129,0,3
"1044",1044,201707,0,4,5936500,2,2968250,3
"1045",1045,201706,0,5,0,645,0,1
"1046",1046,201608,0,5,0,76,0,2
"1047",1047,201611,0,1,0,1,0,1
"1048",1048,201603,0,5,0,14,0,1
"1049",1049,201711,0,2,23009600,13,1769969.23076923,5
"1050",1050,201611,0,2,20081841.4,238,84377.4848739496,6
"1051",1051,201708,0,0,0,1263,0,1
"1052",1052,201610,0,1,0,54,0,2
"1053",1053,201707,0,3,0,2,0,2
"1054",1054,201709,0,1,0,5,0,3
"1055",1055,201602,0,5,0,16,0,1
"1056",1056,201612,0,5,2091811.05,175,11953.206,2
"1057",1057,201609,0,5,11996000,7,1713714.28571429,6
"1058",1058,201805,0,5,5947160,1210,4915.00826446281,2
"1059",1059,201803,0,5,3598000,262,13732.8244274809,2
"1060",1060,201601,0,5,14891178.7,478,31153.0935146444,7
